IndicatorCode,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45
YEAR,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
TON,,,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,,9.69,0.0,,0.0,9.36,0.0,0.0,,,,,0.0,,1.0,0.0,,0.0,1.0,0.0,0.0,,,,,0.0,,9.69,0.0,,0.0,9.36,0.0,0.0,,,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,1.0,0.0,,0.0,1.0,0.0,0.0
TTO,,,12.0,9.0,7.0,4.0,16.0,6.0,,6.0,8.0,6.0,5.0,,,7.063,14.047,24.504,3.497,24.518,10.614,,13.585,6.86,7.746,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,28.334,16.366,22.057,16.85,11.686,26.622,18.638,,11.798,11.76,11.727,11.938,,62.0,55.0,66.0,37.0,25.0,33.0,24.0,,11.0,19.0,19.0,18.0,,46.229,40.915,48.52627,27.107,18.26,23.744,17.205,,7.21,12.41,12.378,11.938,,,2.0,3.0,4.0,4.0,5.0,3.0,,2.0,5.0,0.0,2.0,,,1.47657,2.20574,2.93048,2.92158,3.59753,2.15,,1.311,3.27,0.0,1.326,,,2.0,4.0,7.0,1.0,7.0,3.0,,4.0,2.0,3.0,0.0,,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,31.0,28.0,30.0,14.0,26.0,17.0,,,38.0,22.0,30.0,23.0,16.0,37.0,26.0,,18.0,18.0,18.0,18.0
TUN,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,0.0,2.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.089,,0.173,,0.0,0.169,0.0,0.0,0.161,,0.0,0.0,0.0,2.0,1.0,2.0,,0.0,1.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.17772,,0.173,,0.0,0.085,0.0,0.0,0.161,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,,0.0,2.0,0.0,0.0,2.0,
TUR,,,,,,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,0.0,0.0,0.053,,,,,1.0,,0.0,0.0,0.0,,,,,,,,,0.05,,0.02,0.023,0.069,,,,,,,,,9.0,,0.0,6.0,8.0,,,,,,,,,0.11,,0.0,0.07,0.091,,,,,,,,,1.0,,2.0,1.0,1.0,,,,,,,,,0.01,,0.02,0.012,0.011,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,0.0,0.0,0.0,,,,5.0,5.0,5.0,,,,,,,,,,4.0,,2.0,2.0,6.0
TUV,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,,2.0,,,,0.0,0.0,0.0,0.0,782.473,258.465,1023.803,253.807,,282.087,,,,0.0,0.0,2.0,0.0,,0.0,,,,304.29,101.256,0.0,302.565,630.849,263.968,695.169,343.2,,446.269,972.42,,,3.0,4.0,0.0,5.0,0.0,3.0,9.0,4.0,,4.0,,,,304.29,405.022,0.0,504.27449,0.0,268.073,782.065,343.2,,357.015,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,178.508,,,,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,,1.0,,,,0.0,,,0.0,0.0,0.0,,1.0,,,,0.0,2.0,1.0,0.0,0.0,0.0,,3.0,1.0,0.0,3.0,7.0,3.0,8.0,4.0,,5.0,11.0,,
TZA,993.0,749.0,701.0,902.0,781.0,740.0,546.0,552.0,415.0,570.0,678.0,522.0,446.0,7.435,3.578,3.979,3.739,2.551,2.444,1.788,2.084,1.576,1.479,2.11,0.986,0.994,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,52.906,40.708,38.359,42.192,36.835,33.781,26.317,27.635,19.955,23.762,26.03,21.561,18.305,2052.0,1836.0,1893.0,1965.0,1849.0,1548.0,1419.0,1547.0,1212.0,1613.0,1818.0,1353.0,1354.0,42.944,37.277,37.295,36.74929,33.272,27.011,25.198,26.67,20.29,25.366,27.76,20.063,19.749,299.0,252.0,331.0,297.0,267.0,254.0,175.0,166.0,115.0,154.0,154.0,88.0,101.0,6.09172,4.97664,6.33676,5.51225,4.80456,4.43204,3.10761,2.86,1.93,2.422,2.35,1.305,1.473,157.0,91.0,90.0,87.0,61.0,60.0,45.0,53.0,41.0,41.0,60.0,36.0,29.0,,,3.0,3.0,2.0,4.0,0.0,2.0,4.0,0.0,0.0,4237.0,3450.0,,3276.0,2654.0,2349.0,,2528.0,2005.0,1947.0,2256.0,2047.0,1936.0,1482.0,1603.0,1192.0,1511.0,1705.0,1454.0,1255.0
UGA,127.0,,139.0,102.0,99.0,100.0,79.0,110.0,111.0,213.0,327.0,198.0,141.0,1.306,,0.95,0.651,0.894,0.356,0.79,0.486,1.378,2.509,0.0,2.051,1.286,0.0,0.0,,,0.0,,42.0,,24.0,7.264,,7.079,6.174,5.086,4.923,4.704,4.947,5.116,8.483,12.3,7.04,4.919,391.0,,361.0,331.0,324.0,262.0,331.0,232.0,270.0,415.0,600.0,352.0,284.0,10.758,,9.293,8.48014,7.809,6.113,7.746,5.241,5.903,9.051,12.7,7.245,5.678,67.0,,77.0,56.0,47.0,46.0,27.0,28.0,92.0,86.0,101.0,83.0,51.0,1.84538,,1.98283,1.39495,1.13286,1.07319,0.63189,0.63,2.01,1.876,2.14,1.708,1.02,22.0,,17.0,12.0,17.0,7.0,16.0,10.0,29.0,52.0,72.0,56.0,28.0,,,0.0,1.0,,,2.0,13.0,3.0,4.0,4.0,552.0,423.0,389.0,345.0,346.0,342.0,342.0,264.0,,275.0,241.0,211.0,211.0,201.0,219.0,234.0,389.0,581.0,342.0,246.0
UKR,,,,,,,0.0,,,,2.0,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,,0.0,,,,2.0,1.0,1.0,,,,,,,0.0,,,,0.13,0.082,0.079,,,,,,,0.0,,,,5.0,3.0,3.0,,,,,,,0.0,,,,0.13,0.082,0.079,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,5.0,3.0,3.0
URY,2.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.801,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.473,1.468,1.17,1.748,0.871,2.037,1.739,2.889,1.152,0.0,,0.584,0.886,12.0,5.0,14.0,5.0,4.0,8.0,8.0,12.0,9.0,8.0,,6.0,5.0,3.534,1.468,4.095,1.45707,1.161,2.314,2.319,3.466,2.591,2.335,,1.753,1.476,0.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.29141,0.58072,0.57858,0.28992,0.87,0.58,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,6.0,7.0,4.0,10.0,8.0,11.0,12.0,5.0,5.0,4.0,6.0,3.0,7.0,6.0,10.0,4.0,0.0,,2.0,3.0
USA,42.0,63.0,48.0,61.0,57.0,66.0,70.0,76.0,48.0,,34.0,63.0,,0.112,0.131,0.0,0.065,0.0,0.098,0.081,,0.016,,0.03,0.048,,,,,0.0,0.0,,,,,0.529,0.587,0.542,0.553,0.521,0.606,0.566,0.656,0.48,,0.4,1.085,,187.0,289.0,293.0,197.0,266.0,289.0,,326.0,288.0,,,144.0,,0.589,0.903,0.908,0.61223,0.826,0.891,,0.991,0.87,,,0.424,,,,0.0,,,0.0,,,0.0,,,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,7.0,8.0,0.0,4.0,0.0,6.0,5.0,,1.0,,2.0,4.0,,,,,0.0,,,0.0,,,0.0,,,137.0,,150.0,161.0,169.0,173.0,168.0,188.0,175.0,178.0,168.0,197.0,185.0,216.0,159.0,,136.0,369.0,
UZB,,,,,0.0,,,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.032,,,0.0,0.0,0.0,0.06,0.0,0.083,,,,,1.0,,,0.0,1.0,0.0,2.0,0.0,3.0,,,,,0.032,,,0.0,0.03,0.0,0.06,0.0,0.083,,,,,0.0,,,0.0,0.0,0.0,1.0,0.0,3.0,,,,,0.0,,,0.0,0.0,0.0,0.03,0.0,0.083,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,1.0,,,0.0,0.0,0.0,2.0,0.0,3.0
VCT,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,,,18.2,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,2.0,1.0,,,,0.0,0.0,0.0,0.0,,0.0,,,18.2,9.074,,,,0.0,0.0,0.0,0.0,,0.0,,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,9.10001,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,,0.0,,,2.0,0.0,,,,0.0,0.0,0.0
VEN,263.0,,,146.0,87.0,113.0,78.0,95.0,39.0,66.0,97.0,105.0,97.0,4.297,,,2.24,0.961,1.726,1.015,1.408,0.387,0.755,0.26,0.668,0.965,2.0,5.0,,0.0,0.0,0.0,0.0,0.0,1.0,23.101,,16.628,14.401,9.598,10.382,8.481,10.205,5.029,8.475,11.48,11.72,10.632,1096.0,,,895.0,855.0,842.0,790.0,847.0,789.0,705.0,700.0,845.0,930.0,36.588,,42.851,28.77066,27.084,26.331,27.348,29.703,27.747,25.0,24.73,29.301,32.74,32.0,,,13.0,17.0,13.0,14.0,7.0,1.0,5.0,16.0,17.0,19.0,1.07048,,,0.41727,0.53852,0.40654,0.48465,0.25,0.04,0.177,0.57,0.589,0.669,37.0,,,19.0,8.0,14.0,8.0,11.0,3.0,6.0,2.0,7.0,7.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,768.0,768.0,683.0,586.0,567.0,636.0,577.0,692.0,,513.0,448.0,303.0,332.0,245.0,291.0,143.0,239.0,325.0,338.0,302.0
VNM,105.0,82.0,68.0,53.0,39.0,38.0,24.0,30.0,25.0,10.0,26.0,17.0,12.0,0.481,0.625,0.33,0.234,0.185,0.092,0.0,0.0,0.0,0.091,0.09,0.069,0.0,0.0,0.0,0.0,0.0,0.0,54.0,,0.0,0.0,3.26,2.836,2.021,1.905,1.459,1.141,1.005,0.622,0.75,0.554,0.68,0.587,0.446,265.0,224.0,181.0,174.0,152.0,248.0,203.0,96.0,79.0,115.0,72.0,0.0,49.0,2.919,2.443,1.956,1.86201,1.607,2.596,2.125,0.995,0.812,1.18,0.73,0.0,0.485,44.0,43.0,20.0,31.0,33.0,26.0,18.0,18.0,13.0,16.0,16.0,14.0,11.0,0.48645,0.46996,0.21611,0.3313,0.34895,0.27214,0.18839,0.19,0.134,0.164,0.16,0.142,0.109,10.0,14.0,7.0,5.0,4.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,746.0,666.0,588.0,530.0,413.0,359.0,748.0,296.0,260.0,187.0,178.0,138.0,109.0,96.0,60.0,73.0,54.0,67.0,58.0,45.0
VUT,,,1.0,0.0,1.0,1.0,4.0,3.0,,1.0,,4.0,6.0,,,10.304,10.097,0.0,0.0,0.0,43.072,25.429,0.0,,12.221,63.702,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,19.357,3.779,7.396,7.24,17.084,23.343,22.79,12.534,3.06,20.926,33.559,,,0.0,1.0,2.0,2.0,4.0,7.0,4.0,4.0,,7.0,11.0,,,0.0,3.77855,7.396,7.24,13.667,23.343,13.023,12.534,,20.926,33.559,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.26,3.133,,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,,2.0,8.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0,0.0,5.0,3.0,2.0,,,5.0,1.0,2.0,2.0,5.0,7.0,7.0,4.0,1.0,7.0,11.0
WB_LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23918.0,,,,,,,,,,,
WB_LMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156560.0,,,,,,,,,,,
WB_UMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34805.0,,,,,,,,,,,
WSM,2.0,6.0,1.0,5.0,0.0,,0.0,,2.0,,,,,13.882,26.799,13.888,27.748,0.0,,0.0,0.0,,,,,,0.0,,0.0,,0.0,,,,,42.354,63.034,41.703,31.051,56.371,,25.493,25.369,45.36,,,,,12.0,3.0,12.0,7.0,14.0,,6.0,,6.0,,,,,63.53,15.759,62.555,36.22663,71.744,,30.592,,30.24,,,,,,2.0,1.0,0.0,2.0,,0.0,0.0,1.0,,,,,,10.48465,5.20051,0.0,10.24921,,0.0,0.0,5.04,,,,,1.0,2.0,1.0,2.0,0.0,,0.0,0.0,,,,,,0.0,,0.0,,,,,,,,,7.0,5.0,,6.0,5.0,12.0,,8.0,12.0,8.0,6.0,11.0,,5.0,5.0,9.0,,,,
YEM,118.0,115.0,140.0,84.0,135.0,141.0,134.0,114.0,65.0,94.0,79.0,52.0,44.0,3.521,4.109,5.204,3.535,5.303,5.49,4.701,4.459,2.331,2.89,1.58,0.698,0.779,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.434,15.692,16.541,9.504,13.305,12.637,12.562,10.836,6.572,8.126,6.65,4.267,3.474,414.0,425.0,456.0,375.0,419.0,363.0,451.0,358.0,268.0,339.0,302.0,174.0,190.0,17.357,17.413,18.263,13.97574,15.19,12.849,15.825,12.276,8.985,10.278,8.96,5.051,4.682,26.0,28.0,29.0,9.0,23.0,16.0,21.0,20.0,7.0,15.0,6.0,0.0,7.0,1.04376,1.09476,1.10492,0.33437,0.83381,0.56636,0.73688,0.69,0.23,0.455,0.18,0.0,0.172,36.0,47.0,55.0,38.0,58.0,61.0,53.0,51.0,27.0,38.0,21.0,12.0,13.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,358.0,434.0,471.0,387.0,339.0,299.0,392.0,383.0,413.0,255.0,367.0,357.0,358.0,316.0,196.0,268.0,224.0,147.0,141.0
ZAF,12.0,,,7.0,,,,,,,,11.0,6.0,0.0,,,0.062,,0.0,0.179,0.354,,,,0.09,0.06,,,,,,,,,14.0,0.286,,,0.642,,1.516,0.865,0.427,,,,0.281,0.281,48.0,,,110.0,,95.0,95.0,120.0,,,,71.0,41.0,0.916,,,2.0187,,1.675,1.644,2.049,,,,1.175,0.641,8.0,,,,,,,,,,,10.0,0.0,0.15095,,,,,,,,,,,0.166,0.0,0.0,,,1.0,,0.0,3.0,6.0,,,,2.0,1.0,,,,,,,,,,1.0,0.0,,38.0,66.0,,,,,15.0,,,35.0,,86.0,50.0,25.0,,,,17.0,18.0
ZMB,,,,,,,61.0,48.0,,,,,76.0,,,,,,0.927,1.167,1.133,,,,,0.566,,,0.0,0.0,,,,,,,,,,,11.934,11.584,11.534,,,,,12.761,,,,,,108.0,236.0,599.0,,,,,367.0,,,,,,6.318,13.601,33.537,,,,,17.218,,,,,,,3.0,6.0,,,,,60.0,,,,,,,0.17289,0.34,,,,,2.815,,,,,,7.0,9.0,9.0,,,,,5.0,,,,,0.0,0.0,,,,,0.0,192.0,,,,446.0,374.0,376.0,,,,,,204.0,201.0,206.0,,,,,272.0
ZWE,,,,,,9.0,2.0,4.0,5.0,,2.0,1.0,6.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,1.089,0.623,0.341,1.009,,0.43,0.42,0.601,,,,,,18.0,16.0,9.0,20.0,,3.0,7.0,6.0,,,0.342,,,1.089,1.108,0.615,1.346,,0.18,0.42,0.361,,,,,,18.0,9.0,5.0,15.0,,5.0,7.0,10.0,,,,,,1.08894,0.62332,0.34,1.01,,0.31,0.42,0.601,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,6.0,,5.0,10.0,,,,,,,18.0,9.0,5.0,15.0,,7.0,7.0,10.0
