IndicatorCode,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,UHC_AVAILABILITY_SCORE,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH
USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.175015151545454,9.213340401545453,9.271453976545455,9.903803467636363,8.970167366090909,8.653431816545455,8.85076820309091,8.066946880272726,7.8602058669999995,8.57900177890909,8.382854147272727,8.192592206363637,8.046730252909091,7.67032760909091,7.894087905363636,8.709893134454544,8.398654634454546,8.218275579363636,8.125194056636364,7.273711356181818,7.145390358727273,7.347650575666666,7.941385277066667,7.5365811784,6.9770781636,6.944857644933333,7.0717368364,6.942624119933333,,69.0,79.0,79.0,80.0,81.0,81.0,82.0,83.0,83.0,83.0,84.0,84.0,85.0,86.0,86.0,86.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,88.0,88.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,99.0,99.0,99.0,99.0,99.0,100.0,97.0,97.0,97.0,97.0,97.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,99.0,49.0,50.0,52.0,54.0,56.0,57.0,59.0,60.0,61.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,69.0,70.0,71.0,71.0,72.0,73.0,73.0,74.0,82.0,82.0,82.0,82.0,82.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0
UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.73456514625,,21.820702605,21.3004085869375,,,,,,,,,,,,,,,,,,,,,,92.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0,81.0,81.0,80.0,79.0,78.0,77.0,78.0,78.0,79.0,80.0,79.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,96.0,95.0,94.0,90.0,86.0,81.0,76.0,83.0,82.0,87.0,89.0,85.0,93.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,53.0,54.0,54.0,55.0,56.0,57.0,57.0,58.0,59.0,59.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,77.0,77.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,77.0,77.0,78.0,78.0,78.0
VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,67.0,68.0,69.0,70.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,75.0,75.0,79.0,78.0,76.0,80.0,79.0,78.0,79.0,77.0,74.0,80.0,80.0,65.0,65.0,66.0,67.0,68.0,66.0,65.0,63.0,61.0,59.0,57.0,69.0,70.0,83.0,79.0,70.0,87.0,82.0,77.0,79.0,71.0,60.0,84.0,82.0,66.0,67.0,69.0,71.0,73.0,74.0,76.0,78.0,79.0,81.0,83.0,84.0,86.0,88.0,89.0,89.0,89.0,89.0,90.0,90.0,90.0,90.0,90.0,90.0,64.0,64.0,65.0,66.0,66.0,67.0,67.0,68.0,68.0,68.0,69.0,69.0,69.0,69.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,69.0,69.0,69.0,76.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0
VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,63.0,64.0,64.0,65.0,66.0,67.0,67.0,67.0,68.0,69.0,69.0,70.0,73.0,74.0,75.0,75.0,77.0,77.0,77.0,76.0,77.0,77.0,77.0,75.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,60.0,61.0,61.0,60.0,65.0,66.0,65.0,61.0,63.0,63.0,64.0,54.0,86.0,86.0,87.0,88.0,88.0,89.0,89.0,90.0,90.0,91.0,92.0,92.0,93.0,93.0,94.0,94.0,95.0,95.0,96.0,97.0,97.0,97.0,98.0,98.0,52.0,54.0,56.0,58.0,59.0,61.0,62.0,63.0,64.0,65.0,67.0,68.0,69.0,70.0,70.0,71.0,72.0,73.0,74.0,74.0,75.0,75.0,76.0,76.0,71.0,71.0,71.0,71.0,73.0,73.0,73.0,72.0,71.0,74.0,74.0,74.0,76.0,77.0,78.0,79.0,78.0,77.0,77.0,77.0,77.0,77.0,76.0,77.0
VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.99381327625,,,,,48.400131154,,,,,43.38779080981818,,40.1510441303,,37.95189962385,,32.85422895181818,,29.7134366989,,28.5268880964,,24.495604049090904,,23.0106170775,,23.257454955500002,,21.3821951329,,,,,79.0,52.0,53.0,54.0,56.0,57.0,58.0,60.0,61.0,63.0,64.0,65.0,65.0,66.0,68.0,70.0,71.0,71.0,72.0,69.0,70.0,71.0,71.0,70.0,71.0,50.0,50.0,51.0,52.0,53.0,54.0,55.0,57.0,59.0,60.0,62.0,62.0,63.0,66.0,71.0,72.0,72.0,71.0,62.0,64.0,65.0,65.0,60.0,61.0,49.0,51.0,52.0,54.0,56.0,58.0,61.0,63.0,65.0,67.0,69.0,71.0,73.0,75.0,77.0,79.0,81.0,83.0,85.0,87.0,88.0,90.0,92.0,94.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,52.0,53.0,54.0,54.0,55.0,55.0,56.0,56.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0,65.0,67.0,68.0,72.0,74.0,76.0,77.0,77.0,78.0,77.0,77.0,77.0,78.0,77.0,80.0,79.0,79.0,79.0,77.0,78.0,78.0,77.0,77.0,76.0
VUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.502513161058824,,,,,,50.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,45.0,45.0,46.0,46.0,46.0,47.0,55.0,53.0,52.0,51.0,51.0,50.0,51.0,52.0,53.0,52.0,52.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,28.0,29.0,29.0,31.0,33.0,60.0,55.0,51.0,48.0,46.0,44.0,49.0,52.0,58.0,52.0,53.0,55.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,52.0,52.0,52.0,51.0,51.0,50.0,50.0,50.0,49.0,49.0,49.0,48.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,61.0,61.0,61.0,61.0,62.0,62.0,62.0,63.0,63.0,64.0,64.0,64.0,65.0,65.0,66.0,66.0,66.0,66.0,67.0,67.0,67.0,66.0,66.0,67.0
WB_EAP,460.14074996700003,493.63820748039996,495.1401551186,482.68457135660003,469.3907292296,454.73099928880004,441.101351409,429.6139368606,440.3246005938,433.98350720440004,433.71786669579996,422.16826273839996,417.8319663176,398.79846070739995,395.8018286316,391.0462822206,385.15953762519996,382.86991146699995,383.0630770062,365.9168084072,363.4650344726,352.40316686619997,350.2298695792,,,,,,,,,,,,,,,22.3647497944,23.7819650434,23.660829060399998,22.887976076199998,22.0904926964,21.2384071834,20.4421667806,19.753445090999996,20.085156730599998,19.636652413,19.465961538400002,18.798071535200002,18.4526289594,17.4681076968,17.203328934399998,16.8740299744,16.504106325,16.2918464696,16.2025001674,15.401918373800001,15.2422330048,14.7461929718,14.6343492838,,,,63.0,63.0,64.0,65.0,66.0,67.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,78.0,78.0,79.0,80.0,80.0,80.0,67.0,67.0,66.0,67.0,68.0,68.0,69.0,69.0,71.0,71.0,71.0,74.0,75.0,79.0,81.0,83.0,84.0,86.0,85.0,87.0,89.0,90.0,90.0,89.0,61.0,61.0,63.0,65.0,66.0,68.0,70.0,71.0,73.0,74.0,76.0,78.0,79.0,81.0,82.0,84.0,85.0,86.0,88.0,89.0,91.0,92.0,93.0,94.0,49.0,50.0,51.0,51.0,52.0,52.0,53.0,53.0,54.0,54.0,55.0,55.0,56.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0,58.0,58.0,58.0,58.0,79.0,79.0,80.0,80.0,81.0,81.0,82.0,82.0,82.0,83.0,83.0,84.0,84.0,84.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
WB_ECA,74.77679002400001,71.7926283678,71.5994128972,70.906553496,71.0781106728,68.500958458,66.2441447922,64.90582431200001,63.8604158634,64.85087483459999,61.1506280288,62.80573121580001,62.768318818800005,63.806026369799994,63.047633215199994,63.3160264996,66.130475529,64.0833736796,63.770467570799994,64.5974473318,62.6542291728,63.658560780799995,66.19191290799999,,,,,,,,,,,,,,,8.6351304282,8.2765376532,8.232198795799999,8.1270319692,8.1245267408,7.8091377055999995,7.5331416468,7.3575128076,7.2110841699999995,7.2955431204000005,6.8545802942,7.014671910600001,6.9848761252000005,7.0729728648000005,6.9570583876,6.9486677310000005,7.2194131218,6.9635397008,6.900572933000001,6.964921539400001,6.739112111,6.8386583238,7.1086266838,,,,72.0,73.0,74.0,74.0,75.0,75.0,76.0,76.0,77.0,77.0,78.0,78.0,79.0,79.0,80.0,80.0,81.0,81.0,81.0,81.0,81.0,82.0,82.0,82.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,93.0,94.0,93.0,94.0,94.0,95.0,94.0,93.0,93.0,94.0,93.0,94.0,93.0,92.0,92.0,93.0,93.0,93.0,93.0,93.0,93.0,94.0,94.0,94.0,94.0,95.0,95.0,95.0,95.0,96.0,96.0,96.0,96.0,97.0,97.0,97.0,97.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,53.0,54.0,55.0,56.0,56.0,57.0,57.0,58.0,58.0,59.0,59.0,60.0,60.0,60.0,61.0,73.0,74.0,74.0,75.0,76.0,76.0,77.0,77.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0,81.0,82.0,82.0
WB_HI,51.7499627862,50.456213873399996,53.9357298788,53.0200745006,54.616557215600004,55.5595076738,53.647315039199995,55.2009729624,56.4271373864,60.74055456680001,56.46900464739999,60.37489279639999,77.143713854,77.64537141640001,81.4926157386,61.466180249000004,64.23768770059999,73.3172867282,64.665968295,67.3338953576,62.2039938914,65.2418029166,65.29922245179999,,,,,,,,,,,,,,,5.7295748982,5.2764923792000005,5.5753373964,5.4446089088,5.459910359,5.5106361028,5.2114151456,5.2208831184,5.2690422276,5.426031432,5.0178268416,5.3266998352,5.9261663092,5.928011234,5.8156812914,5.16500378,5.3796792304,5.849426122,5.322242081800001,5.422366059,5.0966873298,5.2364199108,5.214309123,,,,78.0,79.0,79.0,80.0,80.0,81.0,81.0,81.0,82.0,82.0,82.0,83.0,83.0,83.0,83.0,85.0,85.0,85.0,85.0,85.0,86.0,86.0,86.0,85.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,95.0,96.0,96.0,96.0,97.0,98.0,98.0,96.0,96.0,96.0,95.0,96.0,96.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,97.0,97.0,97.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,49.0,50.0,51.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,61.0,61.0,62.0,64.0,65.0,65.0,66.0,66.0,67.0,67.0,68.0,67.0,82.0,82.0,82.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,84.0,83.0,83.0,83.0,84.0,84.0,84.0,84.0,84.0,85.0,85.0,85.0,84.0
WB_LAC,66.1307467618,65.959149175,65.8479751838,66.350890484,70.9028910122,69.9794920078,69.2356715498,68.32718499059999,69.5491934636,68.0699094912,67.3678120452,67.1812562382,67.715393337,68.88191901280001,67.14958741619999,68.29193701,67.97694187260001,72.772284872,69.669854382,71.2564976312,68.3642084138,72.3155706932,74.198373549,,,,,,,,,,,,,,,12.6926720192,12.484678406399999,12.2979115604,12.2331538958,12.910459564800002,12.5883375654,12.307587081800001,12.0050130122,12.080123861,11.6912760108,11.4456039904,11.292370808200001,11.2623207982,11.3382468526,10.941822226400001,11.0197437078,10.8658491348,11.5283016228,10.9425027102,11.101275363000001,10.5758983538,11.122833209000001,11.344298867000001,,,,68.0,68.0,69.0,70.0,70.0,71.0,71.0,72.0,72.0,73.0,73.0,75.0,76.0,77.0,78.0,79.0,79.0,79.0,79.0,79.0,79.0,80.0,79.0,79.0,70.0,67.0,68.0,68.0,68.0,69.0,69.0,69.0,69.0,69.0,69.0,74.0,77.0,80.0,82.0,83.0,83.0,83.0,80.0,80.0,82.0,81.0,79.0,78.0,75.0,75.0,76.0,77.0,78.0,78.0,79.0,80.0,80.0,81.0,82.0,82.0,83.0,84.0,84.0,85.0,86.0,86.0,87.0,88.0,88.0,89.0,89.0,90.0,58.0,59.0,60.0,61.0,61.0,62.0,63.0,64.0,65.0,65.0,66.0,67.0,67.0,68.0,69.0,69.0,70.0,70.0,71.0,71.0,71.0,72.0,72.0,72.0,72.0,73.0,74.0,74.0,75.0,75.0,76.0,76.0,77.0,77.0,77.0,77.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0
WB_LI,619.5079068234,649.4130686092001,634.1464492588,567.2547327036,551.9078484859999,565.8952792922,580.6071711794,295.9529368296,211.79837905620002,183.64387074680002,176.54297516239998,179.5827024438,188.7103205124,183.9446421874,143.3813884846,145.4075289438,143.8793167002,151.1098258812,148.5382083,139.9656166876,142.193805,143.4252994126,146.8827871874,,,,,,,,,,,,,,,24.450137778800002,25.0608400582,24.4764695268,23.5855446122,22.6691460284,23.0898465652,23.239869309600003,22.4222061646,21.7393129522,21.7766241154,21.735449873200004,21.539011117,21.9536721188,21.3390292668,22.777795817,22.5514395362,21.737217717200004,20.395988277999997,20.3803571196,20.156691849999998,20.520602185199998,19.6062267706,20.4895801008,,,,35.0,35.0,35.0,34.0,36.0,38.0,40.0,38.0,40.0,38.0,40.0,42.0,42.0,43.0,42.0,43.0,44.0,46.0,45.0,45.0,46.0,46.0,47.0,47.0,45.0,45.0,43.0,43.0,46.0,46.0,46.0,33.0,35.0,30.0,31.0,33.0,34.0,34.0,33.0,33.0,33.0,35.0,32.0,33.0,33.0,34.0,35.0,34.0,18.0,18.0,17.0,16.0,17.0,20.0,24.0,25.0,28.0,27.0,30.0,33.0,34.0,35.0,32.0,33.0,34.0,38.0,38.0,38.0,39.0,38.0,39.0,42.0,34.0,35.0,36.0,37.0,39.0,40.0,42.0,53.0,52.0,52.0,52.0,53.0,54.0,55.0,62.0,63.0,64.0,64.0,65.0,66.0,66.0,67.0,67.0,67.0,55.0,55.0,55.0,55.0,56.0,57.0,57.0,50.0,52.0,50.0,51.0,52.0,53.0,53.0,51.0,51.0,51.0,52.0,52.0,51.0,51.0,52.0,51.0,51.0
WB_LMI,441.06430280919994,463.15376120359997,506.7449138638,558.0697610504,518.2596181022,509.9860689106,466.42778946460004,707.9828643106,803.5148344038,837.0212968134001,541.7423182692,550.9917346404001,510.3131106886,526.4992499468001,581.3006596154,583.3837536906001,591.5913651622,566.0500376112,563.8188721128,543.6165902366,617.6632096876,615.2895771996,561.0889159012,,,,,,,,,,,,,,,21.3679431108,21.2049463016,20.8331612544,20.7508731404,21.0007627736,20.385256917,20.1389422666,20.000899868599998,20.96117405,21.2061428092,20.861448666999998,21.0253387108,19.4898422762,19.683480824,19.66300758,19.3921309428,19.128819883400002,18.590038017399998,18.248817753,18.2547390808,18.174682662200002,17.967663089000002,17.4455411508,,,,65.0,66.0,67.0,66.0,66.0,66.0,66.0,60.0,58.0,59.0,53.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,60.0,61.0,62.0,63.0,63.0,63.0,70.0,70.0,71.0,69.0,68.0,68.0,66.0,65.0,62.0,62.0,55.0,56.0,59.0,59.0,61.0,62.0,63.0,63.0,58.0,58.0,62.0,63.0,63.0,63.0,65.0,65.0,68.0,68.0,67.0,66.0,67.0,56.0,50.0,53.0,46.0,49.0,51.0,52.0,55.0,58.0,59.0,61.0,63.0,63.0,66.0,67.0,67.0,67.0,52.0,53.0,54.0,53.0,54.0,55.0,55.0,49.0,50.0,50.0,47.0,48.0,49.0,50.0,50.0,51.0,52.0,52.0,53.0,55.0,55.0,55.0,57.0,57.0,78.0,78.0,78.0,77.0,78.0,78.0,79.0,75.0,73.0,74.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,67.0,67.0,67.0,66.0,66.0
WB_MNA,88.6456102204,93.0458336132,94.2263340328,96.334942168,98.3834650282,98.6203003766,101.3908070384,98.1224055914,95.0795734852,95.2852713062,96.1368397046,98.2662778868,99.52227160499999,102.0054098192,104.8535184572,103.5529607806,106.11590976560001,110.142599103,108.97120877719999,115.2512624766,116.64387957260001,118.39146790459999,120.37810642899998,,,,,,,,,,,,,,,17.910232358400002,18.367010654199998,18.1795659566,18.1609291568,18.112218160399998,17.727943305,17.7887370378,16.8076253874,15.903934595,15.5676627048,15.354748359799999,15.3467459074,15.2080827234,15.2689486184,15.384056341,14.908974898399999,15.010567980400001,15.3234891752,14.9149853152,15.5096764468,15.433864813400001,15.405846146799998,15.3825107734,,,,57.0,57.0,57.0,58.0,58.0,59.0,59.0,60.0,60.0,61.0,61.0,61.0,62.0,63.0,64.0,64.0,65.0,65.0,65.0,65.0,65.0,66.0,66.0,66.0,49.0,49.0,49.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.0,52.0,54.0,55.0,55.0,56.0,57.0,56.0,54.0,56.0,56.0,57.0,56.0,65.0,65.0,65.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,82.0,83.0,83.0,53.0,54.0,54.0,55.0,56.0,57.0,57.0,58.0,59.0,59.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,62.0,61.0,62.0,62.0,63.0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,65.0,65.0,65.0,65.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
WB_MNA2,50.10218056366667,52.010786694,53.72677143233333,56.263594405,59.40172099633333,59.39932077466667,62.619050587333334,61.470127668,56.34308826166667,56.593075483,57.47621654266666,57.668615210999995,58.348781983,60.689622409,65.96955669933332,66.485065655,70.53860951566666,74.010504095,71.98256121333334,76.12253888299999,75.793032026,77.90425573433333,79.39738844533333,,,,,,,,,,,,,,,15.660137083333334,15.903643378666667,16.09991659933333,16.51856107,17.052714612666666,16.664567580333333,17.162245276,16.462543069666665,14.755098014333333,14.502523684333333,14.420180074666668,14.161775865666668,14.020196114,14.267786465,15.182326160666667,14.992844706,15.602370799,16.095543124333332,15.415684556333334,16.044861850333334,15.734647785333332,15.931151297333331,15.934124239333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
